iteration,logLikelihood,logPrior,theta,mutation_rate,infection_rate,1,2,3,4,5,6,7,8,9,10,1_InfTime,2_InfTime,3_InfTime,4_InfTime,5_InfTime,6_InfTime,7_InfTime,8_InfTime,9_InfTime,10_InfTime
233000,-1036.3805187730777,10.851269498032387,1.2035013105826582e-6,1.1668685481993522e-5,2.254930674176317,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.13344662656933493,0.8071467076541236,0.9028752723824377,1.5481322386423546,1.9418680109126727,0.8072326979995798,2.72724320046661,2.9289142955816203
234000,-1035.6847135063388,9.024016073915544,3.956748257610137e-7,1.2617836651451456e-5,3.3035925423453265,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.12309799968689622,0.8071591569809481,1.2392331625839863,1.5530137578513257,1.89556946872756,0.8071020622629568,2.72724320046661,2.9140583436946406
235000,-1038.709351918058,9.47871365027575,1.7008964285294725e-6,8.337826653786217e-6,3.056342430339011,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.012012619630808888,0.8073120857350794,1.153198968534784,1.6224828725078724,1.898716691675777,0.8071211560806947,2.72724320046661,2.9241035546072487
236000,-1036.9024288481596,14.06557322104216,3.013674599548916e-7,1.755232662890659e-5,1.1096582040588883,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.1036751459711605,0.8071458236635701,1.2467785058857719,1.643269825433152,1.9089383349725972,0.8073646078684813,2.72724320046661,2.929759250526704
237000,-1035.099525070316,12.809982107057383,2.732887295138842e-7,1.2660772344888437e-5,3.27904481916781,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.08482457313187279,0.8070895901824631,1.2467785058857719,1.6403690945475775,1.92904856416366,0.8070760434307926,2.72724320046661,2.9200177386294093
238000,-1037.5454398867923,13.653858265890321,1.9523100868387412e-6,1.1008339218765038e-5,2.27149662611542,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09917239584881761,0.8072153469082147,1.2390480079258102,1.623440207252775,1.9346718539436412,0.8072869127485346,2.72724320046661,2.9286471579795657
239000,-1034.8380344209481,8.472102420098743,2.0181659163999124e-7,1.2919722632773066e-5,2.623944624697726,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.14463873839504351,0.8073698113371713,1.0193187096017493,1.4644854424805998,1.9346718539436412,0.8071996304378019,2.72724320046661,2.922786324631884
240000,-1037.7164971306208,14.557911455712988,9.55758314847163e-7,1.2307288366848186e-5,2.9992730442193385,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.2204764098920999,0.8072241014130085,1.248427098409368,1.632520998279808,1.8410139634839284,0.8073494077765194,2.72724320046661,2.929999695906286
241000,-1035.0301977895926,16.65230115017692,7.512904424956173e-8,1.6881784917099615e-5,2.2232504687043955,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09872614709790652,0.8072950960762446,1.248427098409368,1.6250247089545182,1.941342460777186,0.8072044423172803,2.72724320046661,2.929999695906286
242000,-1036.8843730294795,11.353823874658037,7.974152743581665e-7,1.4852100876988394e-5,1.65920331724834,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.15001798119223203,0.8073922698302972,1.248427098409368,1.518635090414186,1.9367300063895434,0.8071127115540314,2.72724320046661,2.892885944877016
243000,-1034.497025285452,16.470011323522662,1.6448617305903311e-7,1.3361155939473678e-5,2.5117151976433334,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09879218335067252,0.807172500435103,1.2498807053024594,1.6123685158468914,1.944262284953395,0.8071770603985111,2.72724320046661,2.925004233065647
244000,-1035.173083829736,16.91438824615817,6.902637522424755e-7,1.2357461972083359e-5,1.7187158019807853,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09166118817315828,0.8073412981932819,1.2498807053024594,1.6154067183885583,1.9421243292435333,0.8072995125932976,2.72724320046661,2.928678443639653
245000,-1035.3857309802559,17.96819284832544,1.0023028545319158e-6,1.2410084621841711e-5,2.459061677316405,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.006156735117853688,0.8073564065707348,1.2498807053024594,1.617120972698537,1.945122544346303,0.8073301215379572,2.72724320046661,2.928678443639653
246000,-1035.7265838045575,15.825894179231524,6.997305360043833e-7,1.257595757146986e-5,4.1982021018824245,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.03186456564555869,0.807268060217772,1.2498807053024594,1.411008768081678,1.945122544346303,0.8071173552822309,2.72724320046661,2.9299734801988215
247000,-1035.1188936088156,16.210448233099278,3.616251925609911e-7,1.4528675727960806e-5,4.2765777140697185,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.1534581241397618,0.8072575299644278,1.2498807053024594,1.5118492342728354,1.945122544346303,0.8071430589706513,2.72724320046661,2.9299734801988215
248000,-1036.290295967182,12.551362584228677,4.501629195077193e-7,1.4115462963411546e-5,1.9455337660177094,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.14208368779033925,0.8071013926324484,1.2498807053024594,1.6291066399538614,1.9085545957345997,0.8074034562285747,2.72724320046661,2.847655603285453
249000,-1034.7144321357207,10.604529733461062,2.53803231267474e-7,1.3689694981582961e-5,2.0928622550771045,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.14362489608916232,0.8071786088518319,1.06566467503514,1.6404619647385854,1.9418678770423354,0.8073935946998907,2.72724320046661,2.889696036547925
250000,-1036.0314239949464,9.333843304261622,2.0918243748644308e-7,1.3248251652416976e-5,2.3745602768265255,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.19981152371168748,0.8073290829182854,1.2121840560734236,1.5023894264708157,1.9418678770423354,0.8071479727643207,2.72724320046661,2.8546215021552626
251000,-1036.4752229888636,9.572431194675797,2.076104140684873e-7,1.626056426844111e-5,1.7956469224312546,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.0877650846465973,0.8071920069987889,1.236157644228567,1.6041633817805563,1.9341638910749073,0.8072641861056473,2.72724320046661,2.8319508443049113
252000,-1036.2696566036811,9.312454046904149,1.125144443353818e-6,1.3208872494874886e-5,1.270939883160692,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.15315111165521772,0.8072895416719663,1.1201813807929242,1.6325900015430335,1.9341638910749073,0.8070926630350708,2.72724320046661,2.902290843113313
253000,-1036.056683022865,11.283857372594344,6.292893908249667e-7,1.544457319073585e-5,2.570345411464312,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.1446832358438778,0.807292784949497,1.1557080514564209,1.6479943842010751,1.9341638910749073,0.8072382816817764,2.72724320046661,2.902290843113313
254000,-1034.550478279979,10.217835616224269,4.365802160748179e-8,1.304655866262241e-5,1.6668195054686819,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.02116553515154615,0.8072806656648037,0.952784069548915,1.6471308777924207,1.940181777341177,0.807175821896401,2.72724320046661,2.866241032955182
255000,-1035.538702856365,13.342693846162563,7.009132673177308e-7,1.4340390864789606e-5,2.617277007446993,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.046585798736508095,0.8073869828893803,1.2432267844589975,1.6471308777924207,1.9208257446948744,0.8071893901735064,2.72724320046661,2.92234892593311
256000,-1036.3779170190226,10.307930284490164,3.6607273712585583e-7,1.5211212529734406e-5,2.3323258940892613,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.011198646699438767,0.8071177248991439,1.2062558601455626,1.643004860756759,1.8462447663494728,0.807315734959959,2.72724320046661,2.92234892593311
257000,-1035.9453430410833,9.337711735199473,2.8064162682061375e-7,1.137102682251435e-5,1.9594355343215795,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.14851208898449836,0.8070971923850631,0.8913837873968706,1.6262724866528335,1.932243607571261,0.8073614148559796,2.72724320046661,2.9136482805082173
258000,-1035.7932675080656,11.952668316537697,9.792580233572152e-8,1.3175902553942282e-5,3.47724629792697,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.11182463513612509,0.8072957165757418,0.7834919380245297,1.6498974868044134,1.9029839289420059,0.8072193501923725,2.72724320046661,2.929208658141241
259000,-1038.1221165057682,15.190676926550136,1.3522900730168545e-6,1.2646692198732578e-5,1.9014648448857796,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.18176860534151798,0.8071459815669129,1.2372653420330049,1.6498974868044134,1.8324340178229215,0.8070816248722468,2.72724320046661,2.929208658141241
260000,-1038.4531018732912,14.351739187332564,1.0315913843099932e-6,9.50401427202349e-6,1.976523624275303,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.2355921497194937,0.8072710306078462,1.1198770479503188,1.634112047962725,1.9440407897801406,0.8073421051955124,2.72724320046661,2.929208658141241
261000,-1034.7717163483446,13.90028540209853,2.386307253253681e-7,1.2834669514684188e-5,1.8366801986400514,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.11555730598438141,0.8070765777720902,0.8973477401845302,1.6453354139896765,1.9440407897801406,0.8073766679093118,2.72724320046661,2.929208658141241
262000,-1035.7199611886501,13.112802418790169,1.064132365499655e-6,1.042756706455342e-5,2.3286384296868072,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.036280111503619115,0.8070905160569238,0.9732266605110712,1.6275992093988356,1.9440407897801406,0.8072959636838527,2.72724320046661,2.929410881826981
263000,-1034.4933619648277,14.185880631279984,2.488097847033066e-7,1.3692557004468494e-5,1.9587200672778304,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.04744071011842412,0.8074034244673913,1.2417589937041167,1.4911425517649535,1.9440407897801406,0.8070781573651229,2.72724320046661,2.929410881826981
264000,-1034.8321736099165,15.306323763335678,3.1767938721171935e-7,1.5623766264074452e-5,2.877487876289466,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09884367226685152,0.8071761257854649,1.2417589937041167,1.6009451503891994,1.9440407897801406,0.8073755075558742,2.72724320046661,2.929978621645033
265000,-1034.944374114871,15.314956124576161,6.156457152049408e-7,1.4691220506292957e-5,1.9514060280090169,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.0554919325325723,0.8071596803878096,1.1292105264516892,1.644500915637881,1.9440407897801406,0.8071876374117165,2.72724320046661,2.929978621645033
266000,-1037.1749483191318,14.149795168755807,1.2634244268459351e-6,1.0577557117883267e-5,1.0679698904436516,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.21346285494856543,0.807160459026571,1.2177315689060693,1.608280255917255,1.9435056386094351,0.8073334464707425,2.72724320046661,2.929978621645033
267000,-1035.9250901488285,13.717189854100313,1.01896927086587e-6,1.4107391205103714e-5,1.5119095674819443,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.025091036931767827,0.8071394817071451,1.1976421296211937,1.587822857223285,1.9435056386094351,0.8071723267929172,2.72724320046661,2.929978621645033
268000,-1037.2724304142073,13.961761013489468,9.61873202641667e-7,9.899685398577345e-6,2.086053314701435,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.19940172713198323,0.8070950220310015,0.9582499990723805,1.6234929595547194,1.9437161672132768,0.807328848666409,2.72724320046661,2.929978621645033
269000,-1035.001355757482,15.119357656870061,8.947755399081296e-7,1.1923344104323436e-5,1.2036041009618113,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.039685222441919736,0.8070767113501071,1.1599879629299077,1.645906856808176,1.9437161672132768,0.8072641426929705,2.72724320046661,2.929978621645033
270000,-1034.8828455483647,16.93946848440609,3.151890325371904e-7,1.4903044659384722e-5,1.3872499471699085,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.19314514715395042,0.8071321142550191,1.1223168349889012,1.6499312179521084,1.9437161672132768,0.8072738948598853,2.72724320046661,2.929978621645033
271000,-1034.5395832156555,14.932056458762,1.4696381622535728e-7,1.3501354310676154e-5,2.365259004228463,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.046643932666159384,0.8071603158665942,1.2500862289235575,1.5239894741183586,1.9244142428467377,0.8070757070940985,2.72724320046661,2.9281068711814378
272000,-1035.5094983368747,15.764470634369047,4.166457221602863e-7,1.2529816892868975e-5,2.1136496102941007,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.15622905339423906,0.8073834563775402,1.2500862289235575,1.5569587482242453,1.9306918521483039,0.8073495718571839,2.72724320046661,2.9281068711814378
273000,-1039.0112300998176,12.961512509187772,8.73781602514422e-7,1.3710303337521242e-5,1.4503837474472352,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.22293834581170713,0.8070748388545317,1.2500862289235575,1.3158349495959978,1.8953217717622328,0.8071635023083116,2.72724320046661,2.9262467076332648
274000,-1035.1730787656743,16.030609629567596,2.656883469495882e-7,1.3602841227571095e-5,1.515788220591351,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.18562074205715762,0.807315853145692,1.2500862289235575,1.60668173296767,1.936802614995472,0.8072281749721166,2.72724320046661,2.9262467076332648
275000,-1035.8234120307843,18.594945702549943,9.398185974611561e-7,1.3040634106389518e-5,1.142302243324144,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.18776818110451335,0.807266026343337,1.2500862289235575,1.6392280701745314,1.9447208924179322,0.8072766987705485,2.72724320046661,2.9285087604576554
276000,-1035.2747778987682,15.28519855855863,6.409528790345253e-7,1.2737350348952334e-5,1.6118439545270222,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.062173819239329714,0.8072839398600676,1.2500862289235575,1.513562555890565,1.9306162688396642,0.8073409994562023,2.72724320046661,2.9285087604576554
277000,-1037.7638244878829,15.857761205375873,1.0222001676133853e-6,1.084868945899637e-5,1.6996916120359682,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.18436498713730443,0.8073199298301437,1.2500862289235575,1.363150479160257,1.9449889499071964,0.8073423368268625,2.72724320046661,2.918917994710033
278000,-1034.3858924084395,17.88602864167515,3.2270106854533957e-7,1.4387154884745743e-5,1.9113369927064647,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.040897064178792235,0.8070913616940995,1.2500862289235575,1.6190957751725932,1.9449889499071964,0.8073824294607527,2.72724320046661,2.9256641362003113
279000,-1037.6519836338534,15.907839709480683,5.606210963724258e-7,1.6319335330357395e-5,1.9846848761636247,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.049272899023863934,0.8071630231670329,1.2500862289235575,1.4370659325967974,1.9449889499071964,0.8070987502946034,2.72724320046661,2.923850818855231
280000,-1035.3460635284996,19.34305693477559,4.623494067891592e-7,1.1533595830634688e-5,1.6506833901960485,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.019716547546882207,0.8071682245126749,1.2500862289235575,1.6052216713310625,1.9449889499071964,0.8071453417598291,2.72724320046661,2.929756434875639
281000,-1036.1144875409846,14.963616971781036,2.5657748647802683e-7,1.1687735583442275e-5,1.5791039963645104,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.034903493571281176,0.8072049126002881,1.2500862289235575,1.4161444649899304,1.9005132458335785,0.8072577223684202,2.72724320046661,2.929756434875639
282000,-1036.0842071368588,18.137073805932285,6.303596047941199e-7,1.1825808744368434e-5,1.6330568621610235,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.12957202913828234,0.8071276006262514,1.2500862289235575,1.6438922313719053,1.912247795879072,0.8074045867232001,2.72724320046661,2.929756434875639
283000,-1038.2363305659928,11.375811124619046,1.8110507152434127e-6,9.061699154819502e-6,1.3107944846759878,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.06954561441553982,0.8071224885657978,0.77231705001332,1.6438922313719053,1.91237387205159,0.8073870352888973,2.72724320046661,2.929756434875639
284000,-1034.9378971867648,13.195562623189211,6.703602735907376e-7,1.344922699241732e-5,1.447046787061752,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.10980312171701606,0.8073873756246931,1.1990349429435148,1.6343690729664473,1.9318671355061152,0.8073651626710666,2.72724320046661,2.929756434875639
285000,-1035.9581024779832,12.286211482457952,3.996377627920998e-7,1.2146046986323859e-5,2.383690617285369,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.04986561252429745,0.8070755055274152,1.2456406936986253,1.6462259880792145,1.9256749913108189,0.8072094734373821,2.72724320046661,2.8523486968905
286000,-1035.6410115052336,13.140053688719501,2.556634570708922e-7,1.1902585790485098e-5,1.563988236236185,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.030723146031574403,0.8072625627863668,1.2456406936986253,1.6462259880792145,1.925214633065584,0.8072466230157361,2.72724320046661,2.907101105619494
287000,-1035.017296028374,15.838076313102404,8.186910375235652e-8,1.63677649954165e-5,3.3477666068503344,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.16557510624141325,0.807136992869229,1.2456406936986253,1.6463997876633805,1.9455252200582456,0.8071327946489286,2.72724320046661,2.9169366679120703
288000,-1035.5615240473014,16.40703777584011,8.035320912377393e-7,1.438804258830021e-5,2.3358749975569375,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.049172091453018374,0.8073072615051343,1.2456406936986253,1.6463997876633805,1.9455252200582456,0.8072803262611153,2.72724320046661,2.9128071543656824
289000,-1035.2557223979545,12.870844843839137,6.007737757501228e-7,1.177273891589991e-5,1.8383756891205965,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.06248595597144843,0.8070906683824178,0.9022340180339766,1.6463997876633805,1.9455252200582456,0.8073310535515748,2.72724320046661,2.897666636533806
290000,-1038.135639597275,13.568601816290405,1.3537209626560601e-6,8.86492478771705e-6,2.2136338260620767,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.03977817358855509,0.8073480440652661,1.2260984414281841,1.5934695761077926,1.9455252200582456,0.8071666479370664,2.72724320046661,2.9107090166756193
291000,-1038.138600991006,11.629996678986734,1.2408869647643905e-6,1.1502675073436804e-5,3.2896696618281815,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.23101370284170988,0.8073371200375109,1.2260066914679177,1.6097350410298294,1.9455252200582456,0.8073452499705372,2.72724320046661,2.8053254100157665
292000,-1036.2312413359896,16.039409083826648,1.3159794057903513e-6,1.250237880728072e-5,2.6809950028937246,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.13467499910060027,0.8071523436759858,1.04025444250242,1.6501450206323829,1.9455252200582456,0.8071272723822337,2.72724320046661,2.9196310416893874
293000,-1035.5150324261624,16.97573872872901,7.905525706844128e-7,1.3207583331526204e-5,2.0287841039656933,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09540608667431036,0.8072023800717991,1.2349776795718186,1.6500530965592461,1.9455252200582456,0.8071272596398722,2.72724320046661,2.8866343219916293
294000,-1037.6078700186779,9.322074647986652,7.805864679850308e-7,1.2697057075952475e-5,2.9446668959537776,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.06988501007846896,0.8071388301599248,0.8214447007160894,1.6500530965592461,1.9078005064260184,0.8073148642112201,2.72724320046661,2.8116522585784276
295000,-1034.4539094094532,11.312713955970082,1.254506924719512e-7,1.4105103440502072e-5,2.918901147430039,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.04024070727904279,0.8073403816297022,1.044582633868632,1.6500530965592461,1.910680786983998,0.8073048706451039,2.72724320046661,2.9097287057359225
296000,-1036.2724201859698,11.63153661011432,3.277515166673985e-7,1.3016539082253826e-5,3.4400340237467835,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.06581461982800245,0.8071080392001042,1.2344314700820551,1.6500530965592461,1.9165976859393314,0.8073330496093983,2.72724320046661,2.800051509114339
297000,-1036.8572276848515,13.171204054936455,7.010839607361903e-7,9.765514619983765e-6,2.7995439302909504,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.03986966337648719,0.8073485259424358,1.0857286902877148,1.6500530965592461,1.9384591644967832,0.8070759879070366,2.72724320046661,2.9098964807932504
298000,-1037.144989183814,12.456984352797317,3.8463853443075597e-7,1.3337592638035168e-5,3.336851182015184,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.1757489462461498,0.807189573628476,1.2031312416103597,1.6498725881473777,1.943843402736808,0.8073336212900262,2.72724320046661,2.746996524330964
299000,-1035.5265488144632,11.059443124451796,4.4132821355647277e-7,1.3534511029567275e-5,4.303883477391824,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.18258611205860267,0.8071492331006483,0.9799685051652478,1.6498725881473777,1.943843402736808,0.8072257755906891,2.72724320046661,2.8908228967137592
300000,-1035.6284528202773,14.268644005751572,9.455741208037585e-7,1.3797343734776775e-5,4.662458525887424,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.054035696135951924,0.8071096123437077,1.2452267096369753,1.6498725881473777,1.943843402736808,0.8071667261210573,2.72724320046661,2.9173569807135062
301000,-1037.6614525117384,11.659041713870668,1.611759806704581e-6,1.206987678955503e-5,4.115144199828,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.07466209520550553,0.8070770509502759,0.8526280288971267,1.6498725881473777,1.943843402736808,0.8070752263708539,2.72724320046661,2.9173569807135062
302000,-1034.4519023828993,17.14930847197034,2.666783018535965e-7,1.475651414122877e-5,3.963519929061383,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.009203973276043451,0.807370325564568,1.230940884730625,1.6503571446450713,1.943843402736808,0.8070899210046693,2.72724320046661,2.9173569807135062
303000,-1037.1439486782976,16.90978492101184,1.28185856093695e-6,9.091578107207746e-6,2.405567448793203,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.03419569102600224,0.807271478311844,0.9268329820045035,1.6503571446450713,1.943843402736808,0.8071485173793392,2.72724320046661,2.9173569807135062
304000,-1035.9296324201093,17.144761264790052,7.064184027317679e-7,1.0636361976780016e-5,2.8502683892206337,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09718214827494476,0.8071177732457877,1.077519005259197,1.6503571446450713,1.943843402736808,0.8073343969512982,2.72724320046661,2.9173569807135062
305000,-1039.4143483427506,15.060831553788969,1.0601793663444678e-7,9.094152030428006e-6,4.336251993668382,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.03140696688020057,0.8073684818353172,0.9440087896125153,1.6503571446450713,1.943843402736808,0.80733829665764,2.72724320046661,2.9173569807135062
306000,-1035.2923708743765,15.055397639716253,3.503412452175771e-7,1.3166548638038633e-5,2.917269565163151,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.08041851192802178,0.8072514831709174,0.8960181188185253,1.6503571446450713,1.943843402736808,0.807213768000493,2.72724320046661,2.8714400595844243
307000,-1034.4467019179315,15.363048528826122,9.982395656405537e-10,1.3936157639444013e-5,3.8236539781117296,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.1131575943192775,0.8073605255919842,1.032173695727765,1.6503571446450713,1.9451200495449472,0.8071017605758897,2.72724320046661,2.8766052265018054
308000,-1035.1536752942793,16.909460770444802,3.6069209185519543e-7,1.4765216423511125e-5,3.100803809747339,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.10981123047852623,0.807092521389886,1.1839127070210655,1.6503571446450713,1.9451200495449472,0.807100848878407,2.72724320046661,2.8685116190052353
309000,-1035.468297410197,19.150896149425186,1.3662572281829774e-7,1.6459927961169212e-5,2.6549545988916115,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.22312138222098027,0.8072914281314296,1.1634533899938293,1.6503571446450713,1.9450316432298125,0.8072397315986373,2.72724320046661,2.9264735859340893
310000,-1036.750684740631,20.359274856643815,1.5104168187330282e-6,1.0271642007288475e-5,1.6148517735082424,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.07471432465115961,0.8072399878297623,1.2207548243010344,1.6503571446450713,1.9450316432298125,0.8073293141303665,2.72724320046661,2.9264735859340893
311000,-1035.0828085265362,18.948555353236724,4.790343351455184e-7,1.5152918337105333e-5,1.6099513003370372,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09710326602172106,0.8072454271225986,1.0650519581282332,1.6503571446450713,1.9450316432298125,0.8072234908542261,2.72724320046661,2.9280563214547586
312000,-1035.0136591440871,20.4797259350027,6.434992557799114e-7,1.4559815033719785e-5,1.5678916016276838,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.09318773811323147,0.8071994221757888,1.2234671281312757,1.6503571446450713,1.9450316432298125,0.8071883133065454,2.72724320046661,2.9280563214547586
313000,-1035.298756229464,18.444806179983484,1.424692390478691e-7,1.3514162605486284e-5,1.916546176368814,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.22740740929732833,0.8071001473281391,1.0546206158614095,1.6503571446450713,1.9428120121211332,0.8072539206560643,2.72724320046661,2.9280563214547586
314000,-1034.84571267877,16.07376732637025,1.3466425285199265e-8,1.3408976298130223e-5,2.6165463458457374,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.06572488312967725,0.8071151231391089,0.8203273364930961,1.6503571446450713,1.9428120121211332,0.8073801541582283,2.72724320046661,2.9194340895014563
315000,-1036.946939716266,12.460275835606867,1.2321404772624513e-6,1.1286093039731942e-5,0.6776404564800378,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.21306630392858225,0.8070857702311236,1.044214784225105,1.6503571446450713,1.913567116669865,0.80730890412729,2.72724320046661,2.9194340895014563
316000,-1036.0205353839171,16.43445236768694,3.4131392214145494e-7,1.4943017963744203e-5,1.6846419598136928,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.16732369472562733,0.8073879177706127,1.159147016181219,1.6503571446450713,1.9445053248296662,0.807239267541863,2.72724320046661,2.8283721451155373
317000,-1036.8057989167694,17.608555327160246,5.103288619374727e-7,1.0725573813547736e-5,2.1645003227513957,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.010933827269435004,0.8072950767559708,1.2455793104970927,1.6503571446450713,1.9160745755411492,0.8072870370267669,2.72724320046661,2.9028948076922285
318000,-1035.8270691734135,18.7515976342302,9.64793925399066e-7,1.1973971966787736e-5,1.828542519414735,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.0424202910024289,0.8072201445139892,1.2455793104970927,1.6503571446450713,1.9160745755411492,0.8072359209078708,2.72724320046661,2.925189461095629
319000,-1035.0384099638786,16.76709340610118,4.490339199956481e-7,1.3431317723809828e-5,3.630496742520461,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.1390230220649531,0.8073411219969424,1.2067043912488133,1.6503571446450713,1.918534136497148,0.8072035445945327,2.72724320046661,2.9285437920474973
320000,-1036.3707190710215,16.190632725339118,6.307169165173222e-7,1.5670798473548352e-5,2.0553218706218224,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.14247350874959178,0.8073365279343049,1.083817495145601,1.6503571446450713,1.9427935934947995,0.8074012433275216,2.72724320046661,2.899406723551048
321000,-1036.635614156735,20.868146784099647,1.3433045055805812e-6,1.2097345041016291e-5,2.251574836310373,1,1,1,3,2,5,6,3,8,8,0.0,0.20108689593647988,0.15027692840405985,0.8073499369900806,1.2496992520563974,1.6503571446450713,1.9427935934947995,0.8073021061798291,2.72724320046661,2.899406723551048
